"TEMA","COMPONENTE","PROGRAMA","META DE PRODUCTO","COMUNAS","CORREGIMIENTOS","OBSERVACIÓN","UBICACIÓN SECTOR","AÑO"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","podas y talas. jardineria. atención de emergencias","av.ferrocarril","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","mantenimiento de parques","gilberto peláez","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","podas y talas","nacederos","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","podas y talas","san mateo","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","jardineria","estación viajero","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","roceria y mant.parques","plumon","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","9. comuna ferrocarril","13. no aplica","demolicion muro","b/el triunfo","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","mantenimiento guadual","villas de la madrid","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","podas y tala de palmas(preventivo)","belmonte","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","mantenimiento jardines obelisco. retiro de material","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","jardineria frente café mariscal","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","mantnimiento guaduales","pueblito cafetero","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","caida de palma. atención emergencia","gamma","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","mantenimiento de guaduales","gamma","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","jardineria frente café mariscal","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","caida arbol x emergencia","gamma","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","mantenimiento parques.juegos infantiles","belmonte","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","caida arbol x emergencia","alpina mercasa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","erradicacion de arbol","belmonte","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","roceria","via liceo ingles","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","jardineria obelisco","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","mantenimiento de parqques juegs inf","corales","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","tratamiento fitosanitario. hormigas. villa olimpica","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","jardineria obelisco","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","jardineria puente la villa","la villa","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","11. comuna olimpica","13. no aplica","roceria","belmonte. av 30 de agosto","2,024"
